copy and paste JSON data,,,,,,,,add manually,automatic calculation,,,,,,,,num,start,end,opening hours,closing hours,stage,weapon 1,weapon 2,weapon 3,weapon 4,rare wepon,weapon set type,weapons text
87,1514160000,1514246400,1,10,5010,1010,2010,,0,0,10,5010,1010,2010,0,0,88,2017/12/27 3:00,2017/12/28 3:00,24,18,トキシラズいぶし工房,ノヴァブラスター,バケットスロッシャー,ヴァリアブルローラー,ハイドラント,,普通編成,"ノヴァブラスター,バケットスロッシャー,ヴァリアブルローラー,ハイドラント"
88,1514311200,1514397600,4,200,3000,1030,4020,,0,3,200,3000,1030,4020,0,0,89,2017/12/28 21:00,2017/12/29 21:00,24,18,シェケナダム,シャープマーカー,プロモデラーMG,ロングブラスター,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"シャープマーカー,プロモデラーMG,ロングブラスター,緑？ (クマサン印のシェルター)"
89,1514462400,1514548800,1,20,30,220,-1,7010,1,0,20,30,220,8010,1,0,90,2017/12/30 15:00,2017/12/31 21:00,30,18,難破船ドン･ブラコ,スプラシューター,クラッシュブラスター,ヒッセン,リッター4K,,普通編成,"スプラシューター,クラッシュブラスター,ヒッセン,リッター4K"
90,1514613600,1514721600,2,40,230,3010,2030,,0,1,40,230,3010,2030,0,0,91,2018/01/01 15:00,2018/01/02 21:00,30,12,海上集落シャケト場,ボトルガイザー,ホクサイ,14式竹筒銃・甲,パラシェルター,,普通編成,"ボトルガイザー,ホクサイ,14式竹筒銃・甲,パラシェルター"
91,1514786400,1514894400,3,400,1110,2050,6000,,0,2,400,1110,2050,6000,0,0,92,2018/01/03 9:00,2018/01/04 15:00,30,12,トキシラズいぶし工房,プライムシューター,ラピッドブラスター,カーボンローラー,キャンピングシェルター,,普通編成,"プライムシューター,ラピッドブラスター,カーボンローラー,キャンピングシェルター"
92,1514937600,1515045600,4,70,240,1000,6010,,0,3,70,240,1000,6010,0,0,93,2018/01/05 3:00,2018/01/06 9:00,30,12,シェケナダム,.52ガロン,L3リールガン,スクリュースロッシャー,スプラスコープ,,普通編成,".52ガロン,L3リールガン,スクリュースロッシャー,スプラスコープ"
93,1515088800,1515196800,1,50,300,3020,2020,,0,0,50,300,3020,2020,0,0,94,2018/01/06 21:00,2018/01/08 9:00,36,12,難破船ドン･ブラコ,スパイガジェット,ホットブラスター,ジェットスイーパー,バレルスピナー,,普通編成,"スパイガジェット,ホットブラスター,ジェットスイーパー,バレルスピナー"
94,1515240000,1515369600,2,6020,210,90,4010,,0,1,6020,210,90,4010,0,0,95,2018/01/08 21:00,2018/01/10 3:00,30,12,海上集落シャケト場,ボールドマーカー,ボトルガイザー,スプラスピナー,ソイチューバー,,普通編成,"ボールドマーカー,ボトルガイザー,スプラスピナー,ソイチューバー"
95,1515412800,1515520800,3,0,400,4000,2060,,0,2,0,400,4000,2060,0,0,96,2018/01/10 15:00,2018/01/11 21:00,30,6,トキシラズいぶし工房,わかばシューター,デュアルスイーパー,パブロ,Rブラスターエリート,,普通編成,"わかばシューター,デュアルスイーパー,パブロ,Rブラスターエリート"
96,1515564000,1515672000,4,10,5030,1100,250,,0,3,10,5030,1100,250,0,0,97,2018/01/12 3:00,2018/01/13 9:00,30,18,シェケナダム,ケルビン525,.96ガロン,ダイナモローラー,4Kスコープ,,普通編成,"ケルビン525,.96ガロン,ダイナモローラー,4Kスコープ"
97,1515693600,1515801600,1,5020,80,1020,2040,,0,0,5020,80,1020,2040,0,0,98,2018/01/14 3:00,2018/01/15 15:00,36,12,難破船ドン･ブラコ,スパッタリー,ノヴァブラスター,H3リールガン,ハイドラント,,普通編成,"スパッタリー,ノヴァブラスター,H3リールガン,ハイドラント"
98,1515866400,1515996000,2,5000,200,310,4020,,0,1,5000,200,310,4020,0,0,99,2018/01/16 3:00,2018/01/17 9:00,30,12,海上集落シャケト場,スパイガジェット,ロングブラスター,スプラローラー,スクイックリンα,,普通編成,"スパイガジェット,ロングブラスター,スプラローラー,スクイックリンα"
99,1516039200,1516147200,3,6020,220,1010,2000,,0,2,6020,220,1010,2000,0,0,100,2018/01/17 21:00,2018/01/19 3:00,30,12,トキシラズいぶし工房,シャープマーカー,スプラマニューバー,バケットスロッシャー,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,"シャープマーカー,スプラマニューバー,バケットスロッシャー,緑？ (クマサン印のブラスター)"
100,1516190400,1516298400,4,20,5010,3000,-1,7000,1,3,20,5010,3000,8000,1,0,101,2018/01/19 15:00,2018/01/20 21:00,30,12,シェケナダム,プロモデラーMG,ヒッセン,ヴァリアブルローラー,リッター4K,,普通編成,"プロモデラーMG,ヒッセン,ヴァリアブルローラー,リッター4K"
101,1516341600,1516449600,1,30,3010,1030,2030,,0,0,30,3010,1030,2030,0,0,102,2018/01/21 9:00,2018/01/22 21:00,36,12,難破船ドン･ブラコ,スプラシューター,カーボンローラー,ラピッドブラスター,キャンピングシェルター,,普通編成,"スプラシューター,カーボンローラー,ラピッドブラスター,キャンピングシェルター"
102,1516492800,1516622400,2,40,1000,240,6010,,0,1,40,1000,240,6010,0,0,103,2018/01/23 9:00,2018/01/24 15:00,30,12,海上集落シャケト場,プライムシューター,ホットブラスター,パラシェルター,バレルスピナー,,普通編成,"プライムシューター,ホットブラスター,パラシェルター,バレルスピナー"
103,1516665600,1516773600,3,70,210,6000,4010,,0,2,70,210,6000,4010,0,0,104,2018/01/25 3:00,2018/01/26 9:00,30,12,トキシラズいぶし工房,.52ガロン,14式竹筒銃・甲,Rブラスターエリート,ジェットスイーパー,,普通編成,".52ガロン,14式竹筒銃・甲,Rブラスターエリート,ジェットスイーパー"
104,1516816800,1516924800,4,50,2050,250,90,,0,3,50,2050,250,90,0,0,105,2018/01/26 21:00,2018/01/28 9:00,36,12,シェケナダム,ボールドマーカー,L3リールガン,クラッシュブラスター,スプラスコープ,,普通編成,"ボールドマーカー,L3リールガン,クラッシュブラスター,スプラスコープ"
105,1516968000,1517097600,1,0,300,230,2020,,0,0,0,300,230,2020,0,0,106,2018/01/28 21:00,2018/01/30 3:00,30,54,難破船ドン･ブラコ,.96ガロン,ノヴァブラスター,ホクサイ,デュアルスイーパー,,普通編成,".96ガロン,ノヴァブラスター,ホクサイ,デュアルスイーパー"
106,1517140800,1517248800,2,80,200,1110,5030,,0,1,80,200,1110,5030,0,0,107,2018/02/01 9:00,2018/02/02 15:00,30,12,海上集落シャケト場,わかばシューター,スパイガジェット,ダイナモローラー,スクイックリンα,,普通編成,"わかばシューター,スパイガジェット,ダイナモローラー,スクイックリンα"
107,1517443200,1517551200,3,10,6020,1020,2000,,0,2,10,6020,1020,2000,0,0,108,2018/02/03 3:00,2018/02/04 15:00,36,12,トキシラズいぶし工房,N-ZAP85,ボトルガイザー,スプラローラー,ソイチューバー,,普通編成,"N-ZAP85,ボトルガイザー,スプラローラー,ソイチューバー"
108,1517594400,1517724000,4,60,400,1010,2060,,0,3,60,400,1010,2060,0,0,109,2018/02/05 3:00,2018/02/06 9:00,30,12,シェケナダム,スパッタリー,パブロ,ロングブラスター,ハイドラント,,普通編成,"スパッタリー,パブロ,ロングブラスター,ハイドラント"
109,1517767200,1517875200,1,5000,1100,220,4020,,0,0,5000,1100,220,4020,0,0,110,2018/02/06 21:00,2018/02/08 3:00,30,12,難破船ドン･ブラコ,シャープマーカー,.96ガロン,スクリュースロッシャー,リッター4K,,普通編成,"シャープマーカー,.96ガロン,スクリュースロッシャー,リッター4K"
110,1517918400,1518026400,2,20,80,3020,2030,,0,1,20,80,3020,2030,0,0,111,2018/02/08 15:00,2018/02/09 21:00,30,12,トキシラズいぶし工房,スプラマニューバー,クラッシュブラスター,ヴァリアブルローラー,バレルスピナー,,普通編成,"スプラマニューバー,クラッシュブラスター,ヴァリアブルローラー,バレルスピナー"
111,1518069600,1518177600,4,5010,230,1030,4010,,0,3,5010,230,1030,4010,0,0,112,2018/02/10 9:00,2018/02/11 21:00,36,12,海上集落シャケト場,ボールドマーカー,ホットブラスター,H3リールガン,スプラチャージャー,,普通編成,"ボールドマーカー,ホットブラスター,H3リールガン,スプラチャージャー"
112,1518220800,1518350400,3,0,210,310,2010,,0,2,0,210,310,2010,0,0,113,2018/02/12 9:00,2018/02/13 15:00,30,12,シェケナダム,.52ガロン,プライムシューター,14式竹筒銃・甲,キャンピングシェルター,,普通編成,".52ガロン,プライムシューター,14式竹筒銃・甲,キャンピングシェルター"
113,1518393600,1518501600,1,50,70,2050,6010,,0,0,50,70,2050,6010,0,0,114,2018/02/14 3:00,2018/02/15 9:00,30,12,難破船ドン･ブラコ,わかばシューター,ジェットスイーパー,ラピッドブラスター,スクイックリンα,,普通編成,"わかばシューター,ジェットスイーパー,ラピッドブラスター,スクイックリンα"
114,1518544800,1518652800,2,10,90,240,2000,,0,1,10,90,240,2000,0,0,115,2018/02/15 21:00,2018/02/17 3:00,30,14,海上集落シャケト場,N-ZAP85,バケットスロッシャー,バレルスピナー,ハイドラント,,普通編成,"N-ZAP85,バケットスロッシャー,バレルスピナー,ハイドラント"
115,1518696000,1518804000,3,60,3000,4010,4020,,0,2,60,3000,4010,4020,0,0,116,2018/02/17 17:00,2018/02/19 5:00,36,10,トキシラズいぶし工房,緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),クマサン印のシェルター,全緑編成,"緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター),緑？ (クマサン印のシェルター)"
116,1518854400,1518984000,4,-1,-1,-1,-1,7010,2,3,8010,8010,8010,8010,4,0,117,2018/02/19 15:00,2018/02/20 21:00,30,12,シェケナダム,ケルビン525,ヒッセン,スパイガジェット,スプラスコープ,,普通編成,"ケルビン525,ヒッセン,スパイガジェット,スプラスコープ"
117,1519020000,1519128000,1,5020,3010,6020,2020,,0,0,5020,3010,6020,2020,0,0,118,2018/02/21 9:00,2018/02/22 15:00,30,12,難破船ドン･ブラコ,ノヴァブラスター,L3リールガン,デュアルスイーパー,バレルスピナー,,普通編成,"ノヴァブラスター,L3リールガン,デュアルスイーパー,バレルスピナー"
118,1519171200,1519279200,2,200,300,5030,4010,,0,1,200,300,5030,4010,0,0,119,2018/02/23 3:00,2018/02/24 9:00,30,12,海上集落シャケト場,プロモデラーMG,ホクサイ,ボトルガイザー,リッター4K,,普通編成,"プロモデラーMG,ホクサイ,ボトルガイザー,リッター4K"
119,1519322400,1519430400,3,30,1110,400,2030,,0,2,30,1110,400,2030,0,0,120,2018/02/24 21:00,2018/02/26 9:00,36,12,シェケナダム,スプラシューター,パラシェルター,Rブラスターエリート,スクイックリンα,,普通編成,"スプラシューター,パラシェルター,Rブラスターエリート,スクイックリンα"
120,1519473600,1519603200,1,40,6000,250,2000,,0,0,40,6000,250,2000,0,0,121,2018/02/26 21:00,2018/02/28 3:00,30,12,トキシラズいぶし工房,シャープマーカー,スパッタリー,ロングブラスター,キャンピングシェルター,,普通編成,"シャープマーカー,スパッタリー,ロングブラスター,キャンピングシェルター"
121,1519646400,1519754400,4,20,5000,220,6010,,0,3,20,5000,220,6010,0,0,122,2018/02/28 15:00,2018/03/01 21:00,30,10,難破船ドン･ブラコ,.96ガロン,クラッシュブラスター,パブロ,緑？ (クマサン印のブラスター),クマサン印のブラスター,一緑編成,".96ガロン,クラッシュブラスター,パブロ,緑？ (クマサン印のブラスター)"
122,1519797600,1519905600,2,80,230,1100,-1,7000,1,1,80,230,1100,8000,1,0,123,2018/03/02 7:00,2018/03/03 13:00,30,14,トキシラズいぶし工房,ボールドマーカー,ホットブラスター,スプラローラー,ソイチューバー,,普通編成,"ボールドマーカー,ホットブラスター,スプラローラー,ソイチューバー"
123,1519941600,1520049600,4,0,210,1010,2060,,0,3,0,210,1010,2060,0,0,124,2018/03/04 3:00,2018/03/05 15:00,36,12,海上集落シャケト場,プライムシューター,バケットスロッシャー,14式竹筒銃・甲,ジェットスイーパー,,普通編成,"プライムシューター,バケットスロッシャー,14式竹筒銃・甲,ジェットスイーパー"
124,1520100000,1520229600,3,70,3000,2050,90,,0,2,70,3000,2050,90,0,0,125,2018/03/06 3:00,2018/03/07 9:00,30,12,シェケナダム,.52ガロン,ノヴァブラスター,ヒッセン,スプラチャージャー,,普通編成,".52ガロン,ノヴァブラスター,ヒッセン,スプラチャージャー"
125,1520272800,1520380800,1,50,200,3010,2010,,0,0,50,200,3010,2010,0,0,126,2018/03/07 21:00,2018/03/09 3:00,30,12,難破船ドン･ブラコ,N-ZAP85,スクリュースロッシャー,スパイガジェット,ラピッドブラスター,,普通編成,"N-ZAP85,スクリュースロッシャー,スパイガジェット,ラピッドブラスター"
126,1520424000,1520532000,2,60,3020,6020,240,,0,1,60,3020,6020,240,0,0,127,2018/03/09 15:00,2018/03/10 21:00,30,12,海上集落シャケト場,L3リールガン,スプラスピナー,デュアルスイーパー,4Kスコープ,,普通編成,"L3リールガン,スプラスピナー,デュアルスイーパー,4Kスコープ"
127,1520575200,1520683200,3,300,4000,5030,2040,,0,2,300,4000,5030,2040,0,0,128,2018/03/11 9:00,2018/03/12 21:00,36,12,トキシラズいぶし工房,クアッドホッパーブラック,カーボンローラー,プライムシューター,ハイドラント,,普通編成,"クアッドホッパーブラック,カーボンローラー,プライムシューター,ハイドラント"
128,1520726400,1520856000,4,5040,1000,70,4020,,0,3,5040,1000,70,4020,0,0,129,2018/03/13 9:00,2018/03/14 15:00,30,12,シェケナダム,プロモデラーMG,ノヴァブラスター,スプラチャージャー,緑？ (クマサン印のシェルター),クマサン印のシェルター,一緑編成,"プロモデラーMG,ノヴァブラスター,スプラチャージャー,緑？ (クマサン印のシェルター)"
129,1520899200,1521007200,1,30,200,2010,-1,7010,1,0,30,200,2010,8010,1,0,130,2018/03/15 3:00,2018/03/16 9:00,30,12,海上集落シャケト場,スパッタリー,スパイガジェット,.96ガロン,14式竹筒銃・甲,,普通編成,"スパッタリー,スパイガジェット,.96ガロン,14式竹筒銃・甲"
